"","label","pval","fdr","signature","geneset","overlap","background","hits","generatio"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE"," Anchoring of the basal body to the plasma membrane",6.3e-10,1.6e-08,3333,97,34,29522,"ACTR1A,AKAP9,B9D1,C2CD3,CDK1,CEP152,CEP162,CEP164,CEP290,CEP43,CEP57,CEP70,CEP97,CLASP1,CNTRL,HAUS4,HAUS6,IQCB1,NEK2,PCM1,PLK1,PPP2R1A,PRKACA,RAB11A,SSNA1,TCTN1,TCTN2,TCTN3,TMEM216,TUBA1A,TUBA4A,TUBB,TUBB4B,YWHAG",0.350515463917526
"REACTOME_PTEN_REGULATION"," Pten regulation",8.1e-10,2e-08,3333,132,41,29522,"AGO2,AKT2,ATN1,CBX6,EED,EGR1,GATAD2A,GATAD2B,KDM1A,LAMTOR3,LAMTOR5,MAF1,MAPK1,MBD3,MLST8,MTA2,NEDD4,OTUD3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RCOR1,RHEB,RNF2,RPTOR,RRAGB,SEM1,SLC38A9,SNAI1,SUZ12,TNKS2,TNRC6A,TNRC6C,TP53,TRIM27,WWP2",0.310606060606061
"REACTOME_METABOLISM_OF_STEROIDS"," Metabolism of steroids",1e-09,2.6e-08,3333,133,41,29522,"ACACA,CARM1,CREBBP,CYP11A1,CYP27B1,CYP51A1,DHCR24,ELOVL6,FASN,FDX1,HMGCS1,HSD17B11,IDI1,KPNB1,LBR,LGMN,MED1,MSMO1,MTF1,MVK,NCOA6,NFYA,NFYB,OSBPL1A,OSBPL3,OSBPL9,RAN,SCAP,SCD,SCP2,SEC23A,SEC24A,SEC24C,SLCO1B3,SRD5A1,SREBF1,SREBF2,STARD3,STARD3NL,TBL1X,TBL1XR1",0.308270676691729
"REACTOME_NEDDYLATION"," Neddylation",1.2e-09,3e-08,3333,220,57,29522,"ASB3,ASB6,BTBD6,CCDC22,COMMD6,COMMD9,COPS7A,CUL7,CUL9,DCAF11,DCAF13,DCAF6,DCUN1D3,DCUN1D4,DDB1,ELOC,ERCC8,FBXL18,FBXL19,FBXO2,FBXO30,FBXO41,FBXW11,FBXW9,FEM1A,GPS1,KCTD6,KLHL11,KLHL2,KLHL22,KLHL25,KLHL42,KLHL5,KLHL9,LMO7,LRRC41,NAE1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SKP2,SOCS5,SOCS6,UBA3,UBE2F,UBE2M,UBXN7,UCHL3,WDR5,WSB1",0.259090909090909
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD"," Nonsense mediated decay nmd",1.4e-09,3.3e-08,3333,114,37,29522,"CASC3,DCP1A,EIF4G1,FAU,MAGOH,NCBP2,PNRC2,PPP2R1A,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,SMG5,SMG7,SMG9,UPF1",0.324561403508772
"REACTOME_MITOCHONDRIAL_BIOGENESIS"," Mitochondrial biogenesis",1.8e-09,4.3e-08,3333,91,32,29522,"ATP5F1B,ATP5F1E,ATP5MC1,ATP5MG,ATP5PD,ATP5PO,CARM1,CREBBP,CRTC1,CRTC2,CRTC3,CYCS,DNAJC11,GLUD1,HCFC1,MAPK14,MED1,MEF2D,MICOS10,MICOS13,NCOA6,NCOR1,POLRMT,PPARGC1A,PPRC1,PRKAG1,SSBP1,TBL1X,TBL1XR1,TFAM,TFB1M,TMEM11",0.351648351648352
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE"," Srp dependent cotranslational protein targeting to membrane",2.3e-09,5.4e-08,3333,111,36,29522,"FAU,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPN1,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,SEC11A,SEC11C,SEC61A1,SEC61G,SPCS3,SRP14,SRP9,SSR2,SSR4",0.324324324324324
"REACTOME_TRNA_PROCESSING"," Trna processing",3.9e-09,9.1e-08,3333,108,35,29522,"AAAS,CPSF4,CSTF2,DDX1,ELAC2,HSD17B10,LCMT2,MT-RNR1,NSUN2,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,POP7,QTRT1,QTRT2,RAN,RPP25,RPP38,THADA,TP53RK,TRMT1,TRMT10A,TRMT10C,TRMT11,TRMT61A,TRMU,TRNT1,TSEN15,TYW3,URM1,ZBTB8OS",0.324074074074074
"REACTOME_HIV_INFECTION"," Hiv infection",5.5e-09,1.3e-07,3333,217,55,29522,"AAAS,AP1B1,AP1M1,AP1S1,AP1S2,AP2A1,ATP6V1H,CCNK,CHMP5,CXCR4,ELOC,FURIN,GTF2A2,GTF2F2,HLA-A,KPNB1,MVB12A,NCBP2,NEDD4L,NUP188,NUP214,NUP50,NUP54,NUP98,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,POM121,POM121C,PSIP1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RAN,RANGAP1,RBX1,SEM1,SSRP1,SUPT5H,TAF10,TAF13,TAF3,TAF5,TAF6,VPS37C,VPS4A,XPO1,XRCC4",0.253456221198157
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"," Dna double strand break repair",5.7e-09,1.3e-07,3333,156,44,29522,"ABL1,ATR,ATRIP,BAZ1B,CCNA2,EME2,ERCC1,ERCC4,H2BC12,H2BC13,KDM4B,KPNA2,LIG3,MDC1,MRE11,NBN,PALB2,PARP1,PAXIP1,PCNA,POLD1,POLD2,POLE,POLE3,POLL,POLM,POLQ,PPP4C,RAD50,RAD51D,RAD9A,RFC1,RFC3,RFC4,RMI2,RPA2,RPA3,SIRT6,SLX4,SUMO1,TIMELESS,TP53,XRCC3,XRCC4",0.282051282051282
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS"," Signaling by robo receptors",5.9e-09,1.3e-07,3333,206,53,29522,"ABL1,ARHGAP39,CAP2,CASC3,CLASP1,COL4A5,CXCR4,EIF4G1,ELOC,ENAH,EVL,FAU,MAGOH,MYO9B,NCBP2,PAK6,PFN1,PRKACA,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,SEM1",0.257281553398058
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER"," Transcription coupled nucleotide excision repair tc ner",7.9e-09,1.7e-07,3333,77,28,29522,"COPS7A,DDB1,EP300,ERCC1,ERCC4,ERCC6,ERCC8,GPS1,LIG3,PCNA,POLD1,POLD2,POLE,POLE3,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRPF19,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,XPA,ZNF830",0.363636363636364
"REACTOME_DUAL_INCISION_IN_TC_NER"," Dual incision in tc ner",9.1e-09,2e-07,3333,64,25,29522,"DDB1,EP300,ERCC1,ERCC4,ERCC6,ERCC8,PCNA,POLD1,POLD2,POLE,POLE3,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRPF19,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,XPA,ZNF830",0.390625
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION"," Regulation of plk1 activity at g2 m transition",9.8e-09,2.1e-07,3333,87,30,29522,"ACTR1A,AKAP9,AURKA,CCNB1,CCNB2,CDK1,CEP152,CEP164,CEP290,CEP43,CEP57,CEP70,CLASP1,CNTRL,FBXW11,HAUS4,HAUS6,NEK2,OPTN,PCM1,PLK1,PPP1R12A,PPP2R1A,PRKACA,SSNA1,TUBA1A,TUBA4A,TUBB,TUBB4B,YWHAG",0.344827586206897
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT"," Copii mediated vesicle transport",1.3e-08,2.7e-07,3333,65,25,29522,"ANKRD28,CD59,COL7A1,CTSC,F8,GORASP1,GOSR2,LMAN1,LMAN2,NAPB,NAPG,PPP6C,PPP6R1,PREB,RAB1A,RAB1B,SCFD1,SEC16A,SEC23A,SEC24A,SEC24C,STX5,TRAPPC2,TRAPPC2L,USO1",0.384615384615385
"REACTOME_DNA_DAMAGE_BYPASS"," Dna damage bypass",1.3e-08,2.7e-07,3333,48,21,29522,"DDB1,NPLOC4,PCNA,POLD1,POLD2,POLE,POLE3,RBX1,RCHY1,REV1,RFC1,RFC3,RFC4,RPA2,RPA3,SPRTN,TRIM25,UBE2B,USP1,USP43,VCP",0.4375
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"," Mitotic g1 phase and g1 s transition",1.7e-08,3.5e-07,3333,145,41,29522,"ABL1,AKT2,CCNA2,CCNB1,CCND1,CCND3,CDK1,CDK4,CDKN1B,CDKN2B,CDKN2C,CKS1B,DBF4,E2F1,GMNN,MCM2,MCM7,MYBL2,MYC,ORC6,PCNA,POLE,POLE3,PPP2CB,PPP2R1A,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBL2,RPA2,RPA3,RRM2,SEM1,SKP2,TOP2A,TYMS",0.282758620689655
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"," Copi dependent golgi to er retrograde traffic",1.8e-08,3.6e-07,3333,89,30,29522,"ARF3,ARF5,ARFGAP2,CENPE,COPB1,COPE,COPG2,GBF1,KDELR2,KIF18B,KIF20A,KIF20B,KIF23,KIF26A,KIF2A,KIF2C,KIF3B,KIFC2,KLC2,NAPB,NAPG,RAB1A,RAB1B,TMED7,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.337078651685393
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"," Estrogen dependent gene expression",2.1e-08,4.2e-07,3333,130,38,29522,"AGO2,CARM1,CBFB,CCND1,CHD1,CREBBP,CXXC5,EP300,FOS,FOSB,GTF2A2,GTF2F2,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2B,KCTD6,KDM1A,KDM4B,KPNA2,MED1,MYC,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRMT1,RAD21,SMC1A,SMC3,STAG2,TLE3,TNRC6A,TNRC6C,USF2",0.292307692307692
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT"," Golgi to er retrograde transport",2.3e-08,4.6e-07,3333,120,36,29522,"ACTR1A,AGPAT3,ARF3,ARF5,ARFGAP2,CAPZA2,CENPE,COPB1,COPE,COPG2,DYNC1LI2,GALNT1,GBF1,KDELR2,KIF18B,KIF20A,KIF20B,KIF23,KIF26A,KIF2A,KIF2C,KIF3B,KIFC2,KLC2,NAPB,NAPG,RAB1A,RAB1B,RAB6A,TMED7,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.3
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES"," Recruitment of numa to mitotic centrosomes",2.4e-08,4.7e-07,3333,90,30,29522,"ACTR1A,AKAP9,CDK1,CEP152,CEP164,CEP290,CEP43,CEP57,CEP70,CLASP1,CNTRL,HAUS4,HAUS6,MZT1,NEK2,NUMA1,PCM1,PLK1,PPP2R1A,PRKACA,SSNA1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB,TUBB4B,TUBB6,TUBGCP2,YWHAG",0.333333333333333
"REACTOME_SELENOAMINO_ACID_METABOLISM"," Selenoamino acid metabolism",2.4e-08,4.7e-07,3333,115,35,29522,"AHCY,AIMP2,CBS,EEF1E1,EEFSEC,FAU,GSR,MARS1,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,SARS1,SECISBP2",0.304347826086957
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP"," Activation of gene expression by srebf srebp",3.2e-08,6e-07,3333,42,19,29522,"ACACA,CARM1,CREBBP,CYP51A1,ELOVL6,FASN,HMGCS1,IDI1,MED1,MTF1,MVK,NCOA6,NFYA,NFYB,SCD,SREBF1,SREBF2,TBL1X,TBL1XR1",0.452380952380952
"REACTOME_AURKA_ACTIVATION_BY_TPX2"," Aurka activation by tpx2",3.2e-08,6e-07,3333,72,26,29522,"ACTR1A,AKAP9,AURKA,CDK1,CEP152,CEP164,CEP290,CEP43,CEP57,CEP70,CLASP1,CNTRL,HAUS4,HAUS6,HMMR,NEK2,PCM1,PLK1,PPP2R1A,PRKACA,SSNA1,TUBA1A,TUBA4A,TUBB,TUBB4B,YWHAG",0.361111111111111
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"," Cellular response to chemical stress",3.3e-08,6e-07,3333,148,41,29522,"ATP7A,BACH1,BLVRA,CARM1,COX19,COX5B,COX6C,COX7A2L,COX7B,COX7C,COX8A,CREBBP,CYCS,ERO1A,GPX8,GSR,MAFK,MED1,NCOA6,NCOR1,NCOR2,NFE2L2,PRDX3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SIN3B,SKP2,SOD1,TBL1X,TBL1XR1,TXN,TXN2,TXNIP",0.277027027027027
"REACTOME_MRNA_SPLICING"," Mrna splicing",3.3e-08,6e-07,3333,187,48,29522,"CASC3,CDC40,CPSF4,CPSF7,CSTF2,CSTF3,CWC22,CWC27,DHX16,EFTUD2,FUS,GCFC2,GTF2F2,HNRNPA0,HNRNPA2B1,HNRNPD,HNRNPF,HSPA8,LSM3,LSM4,LSM5,LSM6,LSM8,MAGOH,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PPIL1,PRPF19,PRPF8,RBM17,SF3B2,SF3B6,SNRNP200,SNRNP27,SNRPA1,SNRPB,SNRPE,SNRPF,SRRM2,SRSF9,SYF2,SYMPK,U2AF2,ZMAT5",0.25668449197861
"REACTOME_S_PHASE"," S phase",3.3e-08,6e-07,3333,159,43,29522,"AKT2,ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNA2,CCND1,CDC23,CDK4,CDKN1B,CKS1B,E2F1,MCM2,MCM7,MYC,ORC6,PCNA,POLD1,POLD2,POLE,POLE3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RAD21,RBL2,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,SEM1,SKP2,SMC1A,SMC3,STAG2,UBE2S",0.270440251572327
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION"," Regulation of pten gene transcription",3.7e-08,6.7e-07,3333,59,23,29522,"ATN1,CBX6,EED,EGR1,GATAD2A,GATAD2B,KDM1A,LAMTOR3,LAMTOR5,MAF1,MAPK1,MBD3,MLST8,MTA2,RCOR1,RHEB,RNF2,RPTOR,RRAGB,SLC38A9,SNAI1,SUZ12,TP53",0.389830508474576
"REACTOME_SARS_COV_INFECTIONS"," Sars cov infections",4.4e-08,7.8e-07,3333,144,40,29522,"AP2A1,BRD4,BRMS1,COMT,CRBN,CTSL,FNTA,FURIN,FUT8,GALNT1,GANAB,GATAD2A,GATAD2B,HMG20B,IFNAR1,IFNGR1,IL6R,IMPDH2,ITGB1,KDM1A,MBD3,MGAT4A,MGAT4B,MOGS,MTA2,NFE2L2,PARP4,PARP6,PIK3C3,PRMT1,RBX1,RCOR1,ROCK2,RPN1,SUDS3,SUMO1,TBK1,TUBB,TYK2,VCP",0.277777777777778
"REACTOME_RHOH_GTPASE_CYCLE"," Rhoh gtpase cycle",4.6e-08,8.1e-07,3333,35,17,29522,"ARHGDIB,CAV1,CSK,FAM91A1,NSFL1C,PAK6,RAB7A,ROCK2,SLC1A5,SLC4A7,STOM,TFRC,TMEM59,TUBA1B,UACA,VAMP3,VCP",0.485714285714286
"REACTOME_SUMOYLATION"," Sumoylation",5e-08,8.7e-07,3333,178,46,29522,"AAAS,AURKA,CREBBP,DNMT1,DNMT3A,EP300,FOXL2,INCENP,L3MBTL2,MDC1,MRTFA,NCOR2,NR1H2,NR1H3,NR2C1,NSMCE4A,NUP188,NUP214,NUP50,NUP54,NUP98,PARP1,PCNA,POM121,POM121C,PPARGC1A,RAD21,RANGAP1,RELA,RNF2,SENP2,SMC1A,SMC3,SP100,STAG2,SUMO1,SUZ12,TDG,TFAP2C,TOP2A,TOP2B,TP53,TRIM27,TRIM28,UHRF2,XRCC4",0.258426966292135
"REACTOME_CHROMOSOME_MAINTENANCE"," Chromosome maintenance",5.6e-08,9.6e-07,3333,129,37,29522,"ACD,ANKRD28,CCNA2,CENPK,CENPL,CENPO,CENPP,CENPQ,CENPU,CHTF18,DSCC1,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KNL1,MIS18BP1,OIP5,PCNA,POLD1,POLD2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PPP6C,RFC1,RFC3,RFC4,RPA2,RPA3,RSF1,STN1,TERF2IP,WRAP53",0.286821705426357
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"," Mapk family signaling cascades",6.1e-08,1e-06,3333,280,63,29522,"AGO2,ANGPT1,ARL2,ARRB2,CAMK2D,CCND3,CDC14A,CDK1,CSK,DLG2,DUSP1,EPGN,ERBB3,FGF2,FGFR2,FNTA,FRS2,GRIN2D,IL6,IL6R,IL6ST,LAMTOR3,LYPLA1,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK4,MET,MRAS,MYC,NRAS,PIK3CB,PPP1CC,PPP2CB,PPP2R1A,PRKACA,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PSPN,PTK2,RANBP9,RAP1A,RASA1,RASA2,RBX1,SEM1,SEPTIN7,SHC1,SPRED1,SPRED3,SPTBN2,TLN1,TNRC6A,TNRC6C,TYK2,XPO1",0.225
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"," Clathrin mediated endocytosis",7e-08,1.2e-06,3333,130,37,29522,"AAK1,ADRB2,AP2A1,ARPC1A,ARPC3,ARPC5,ARRB2,CLTA,COPS7A,DNM2,EPGN,EPN1,EPS15,EPS15L1,FCHO2,FZD4,GPS1,HGS,HIP1,HSPA8,IL7R,ITSN2,M6PR,NECAP1,NECAP2,PIK3C2A,RAB5C,REPS2,SH3GL1,SH3KBP1,SNX18,SNX9,TFRC,TOR1B,VAMP3,WASL,WNT5A",0.284615384615385
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR"," Nucleotide excision repair",7e-08,1.2e-06,3333,109,33,29522,"COPS7A,DDB1,EP300,ERCC1,ERCC4,ERCC6,ERCC8,GPS1,LIG3,MCRS1,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRPF19,RAD23B,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,SUMO1,USP45,XPA,ZNF830",0.302752293577982
"REACTOME_PHOSPHOLIPID_METABOLISM"," Phospholipid metabolism",7.2e-08,1.2e-06,3333,180,46,29522,"ABHD3,ABHD4,AGPAT1,AGPAT3,ARF3,BCHE,CHPT1,DDHD2,ETNK1,FIG4,GDPD1,GPAT3,GPCPD1,HADHA,INPP5F,LIPH,LPCAT2,MBOAT1,MBOAT2,MIGA1,MTMR14,MTMR2,OSBPL10,OSBPL8,PCYT1A,PI4K2B,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C3,PIK3CB,PIP4K2A,PIP5K1B,PISD,PITPNM1,PLD3,PLEKHA1,PLEKHA5,PLEKHA6,SACM1L,SBF1,SLC44A1,STARD7,TAFAZZIN,VAC14",0.255555555555556
"REACTOME_SIGNALING_BY_INTERLEUKINS"," Signaling by interleukins",7.7e-08,1.3e-06,3333,370,77,29522,"ANXA1,BRWD1,CASP1,CCND1,CEBPD,CHUK,ELK1,FBXW11,FGF2,FOS,HNRNPA2B1,HNRNPDL,HNRNPF,HSP90B1,HSPA8,IL17RA,IL18,IL27RA,IL32,IL6,IL6R,IL6ST,IL7R,IRAK1,ITGB1,MAP2K1,MAP2K7,MAP3K3,MAPK1,MAPK14,MCL1,MEF2A,MTAP,MUC1,MYC,NFKB1,NFKBIB,NKIRAS1,PDCD4,PIK3CB,PIM1,PITPNA,PPP2CB,PPP2R1A,PRKACA,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTPN12,PTPN23,PTPN4,RBX1,RELA,RPS6KA3,SEM1,SHC1,SIGIRR,SNAP25,SNRPA1,SOCS5,SOD1,SQSTM1,STAT5A,STX3,TAB3,TALDO1,TBK1,TEC,TNFRSF1A,TP53,TXLNA,TYK2",0.208108108108108
"REACTOME_CIRCADIAN_CLOCK"," Circadian clock",9.1e-08,1.5e-06,3333,66,24,29522,"ARNTL,ARNTL2,BHLHE40,CARM1,CPT1A,CREBBP,CRTC1,CRTC2,CRTC3,ELOVL3,EP300,MED1,MEF2D,NCOA6,NCOR1,NFIL3,NOCT,NPAS2,PPARGC1A,PPP1CC,RAI1,SREBF1,TBL1X,TBL1XR1",0.363636363636364
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS"," Respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins",9.3e-08,1.5e-06,3333,126,36,29522,"ATP5F1B,ATP5F1E,ATP5MC1,ATP5MG,ATP5PD,ATP5PO,COX19,COX5B,COX6C,COX7A2L,COX7B,COX7C,COX8A,CYCS,ECSIT,ETFDH,MT-ND6,NDUFA11,NDUFA12,NDUFA5,NDUFA9,NDUFAF7,NDUFB1,NDUFB11,NDUFB3,NDUFB5,NDUFB6,NDUFS6,NDUFS8,NDUFV3,SDHD,TMEM126B,UQCR10,UQCRB,UQCRC1,UQCRH",0.285714285714286
"REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"," Response of eif2ak4 gcn2 to amino acid deficiency",9.4e-08,1.5e-06,3333,100,31,29522,"CEBPG,DDIT3,FAU,GCN1,IMPACT,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,TRIB3",0.31
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"," Platelet activation signaling and aggregation",1e-07,1.6e-06,3333,211,51,29522,"ABCC4,ABHD12,ABHD6,ACTN4,ALDOA,ANXA5,ARRB2,BCAR1,CD109,CD63,CDC37L1,COL1A1,CSK,CYRIB,DGKD,DGKE,DGKZ,ENDOD1,F2R,F8,FAM3C,FLNA,GNA11,GNA12,GNAI1,GNB1,GNG11,GNG12,GTPBP2,LAMP2,LHFPL2,MANF,MAPK1,MAPK14,PDPK1,PFN1,PIK3CB,PTK2,PTPN1,RAP1A,RHOB,RHOG,SHC1,SOD1,SRGN,TEX264,TLN1,TMSB4X,TMX3,TUBA4A,VAV3",0.241706161137441
"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS"," Transcriptional activation of mitochondrial biogenesis",1e-07,1.6e-06,3333,53,21,29522,"ATP5F1B,CARM1,CREBBP,CRTC1,CRTC2,CRTC3,CYCS,GLUD1,HCFC1,MED1,MEF2D,NCOA6,NCOR1,POLRMT,PPARGC1A,PPRC1,SSBP1,TBL1X,TBL1XR1,TFAM,TFB1M",0.39622641509434
"REACTOME_SIGNALING_BY_NOTCH"," Signaling by notch",1.2e-07,1.8e-06,3333,212,51,29522,"ADAM10,ADAM17,AGO2,APH1B,ARRB2,B4GALT1,CCND1,CREBBP,DLGAP5,E2F1,EP300,FURIN,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,HDAC6,HDAC9,KAT2A,KAT2B,MAMLD1,MIB1,MIB2,MYC,NCOR1,NCOR2,PRKCI,PSENEN,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RAB6A,RBX1,RFNG,SEM1,SIRT6,TBL1X,TBL1XR1,TLE2,TLE3,TNRC6A,TNRC6C,TP53,WWC1,WWP2",0.240566037735849
"REACTOME_RHOC_GTPASE_CYCLE"," Rhoc gtpase cycle",1.4e-07,2.1e-06,3333,72,25,29522,"ACBD5,ANLN,ARHGAP1,ARHGAP18,ARHGAP35,ARHGAP39,ARHGAP5,ARHGEF11,ARHGEF17,ARHGEF28,C1QBP,CAV1,CAVIN1,DEPDC1B,FLOT2,LBR,LMAN1,MYO9B,PKN1,PKN2,ROCK2,STOM,STX5,TFRC,VAMP3",0.347222222222222
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS"," Potential therapeutics for sars",1.5e-07,2.3e-06,3333,77,26,29522,"AP2A1,BRD4,BRMS1,COMT,CRBN,FNTA,FURIN,GATAD2A,GATAD2B,HMG20B,IFNAR1,IFNGR1,IL6R,IMPDH2,ITGB1,KDM1A,MBD3,MTA2,NFE2L2,RBX1,RCOR1,ROCK2,SUDS3,TBK1,TUBB,TYK2",0.337662337662338
"REACTOME_INTERFERON_SIGNALING"," Interferon signaling",1.7e-07,2.6e-06,3333,162,42,29522,"AAAS,ADAR,CAMK2D,CD44,EGR1,EIF4A2,EIF4E,EIF4G1,FLNA,FLNB,GBP3,HERC5,HLA-A,IFI35,IFIT5,IFITM2,IFNAR1,IFNGR1,IRF1,KPNA2,KPNA5,KPNB1,NEDD4,NUP188,NUP214,NUP50,NUP54,NUP98,OAS3,OASL,POM121,POM121C,PTPN1,SP100,SUMO1,TRIM14,TRIM25,TRIM26,TRIM35,TRIM6,TRIM68,TYK2",0.259259259259259
"REACTOME_HOMOLOGY_DIRECTED_REPAIR"," Homology directed repair",1.8e-07,2.6e-06,3333,129,36,29522,"ABL1,ATR,ATRIP,CCNA2,EME2,ERCC1,ERCC4,H2BC12,H2BC13,LIG3,MDC1,MRE11,NBN,PALB2,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,POLQ,PPP4C,RAD50,RAD51D,RAD9A,RFC1,RFC3,RFC4,RMI2,RPA2,RPA3,SIRT6,SLX4,SUMO1,TIMELESS,XRCC3",0.27906976744186
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR"," Unfolded protein response upr",2.7e-07,4e-06,3333,89,28,29522,"ADD1,CEBPG,CREB3L2,CREBRF,CUL7,DCP2,DDIT3,DDX11,DNAJB11,DNAJB9,DNAJC3,EDEM1,ERN1,EXOSC3,EXTL2,GFPT1,GOSR2,HDGF,HSP90B1,NFYA,NFYB,PARN,PDIA5,PDIA6,PREB,SHC1,TLN1,ZBTB17",0.314606741573034
